,title,area,numberOfRooms,price,town,district
204,HADIMKÖY KİPTAŞ 3.ETAP KONUTLARINDA EŞYALI 2+1 KİRALIK DAİRE,84,2+1,5.500,Hadımköy,(Boyalık)Deliklikaya Mah.
205,ARNAVUTKÖY KİPTAŞ KONUTLARINDA 2+1 KİRALIK 75m2 DAİRE,75,2+1,5.000,Arnavutköy,Mustafa Kemal Paşa Mh.
206,BAHÇEŞEHİR SOYAK KONFORİA EŞYALI KİRALIK 1+1 DAİRE,65,1+1,5.000,Hadımköy,(Boyalık)Deliklikaya Mah.
207,ARNAVUTKÖY MERKEZDE 3 + 1 kiralık daire,135,3+1,6.250,Arnavutköy,Anadolu Mah.
208,DELİKLİKAYA ELİT BAHÇEKENT SİTESİ'NDE 3+1 KİRALIK DAİRE,172,3+1,7.000,Hadımköy,(Boyalık)Deliklikaya Mah.
209,BAHÇEŞEHİR BANKACILAR KOOP. YEŞİL BAHÇEKENT 3+1 KİRALIK DAİRE,174,3+1,8.000,Hadımköy,(Boyalık)Deliklikaya Mah.
210,REMAX MAKRODAN ARNAVUTKÖY OSMANLI KONAKLARINDA VİLLA İÇİNDE,85,1+1,6.250,Taşoluk,Mareşal Fevzi Çakmak Mh.
211,HADIMKÖY KİPTAŞ ÖMERLİ 2. ETAP MANZARALI GENİŞ 2+1,96,2+1,5.000,Hadımköy,(Boyalık)Ömerli Mh.
212,Sahibinden kiralık daire,126,3+1,6.750,Hadımköy,(Boyalık)Ömerli Mh.
213,ARNAVUKÖY KİRALIK DAİRE (AÇIKLAMAYI OKUYUNUZ),155,2+1,3.500,Boğazköy,Boğazköy İstiklal Mh.
214,Sahibinden Skypark 1 de havalimanına 15 dk. 1+1 bahçe katı,65,1+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
215,ARNAVUTKÖY MERKEZ'de KİRALIK DAİRE,120,3+1,6.500,Arnavutköy,Arnavutköy Merkez Mh.
216,Hadımköy vefa konutları klimalı kiralık 2+1 daire,117,2+1,6.000,Arnavutköy,Hadımköy Mh.
217,"4.KAT DELİKLİKAYA HADIMKÖY KİPTAŞ 3.ETAP 2+1, 84M2,4.200.- TL",84,2+1,4.200,Hadımköy,(Boyalık)Deliklikaya Mah.
218,Hadımköy vefa konutları 2+1 (memur öncelikli) Güney cephe eşyalı,115,2+1,6.100,Arnavutköy,Hadımköy Mh.
219,FIRSAT KİRALIK HAVALİMANINA YAKIN,105,2+0,7.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
220,ARNAVUTKÖY SKY PARK EVLERİ 1+1 KİRALIK,80,1+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
221,ARNAVUTKÖY SKYPARK 1 SİTESİNDE 3+1 KİRALIK SIFIR DUBLEKS DAİRE,104,3+1,10.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
222,ARNAVUTKÖYÜN EN PRESTİJLİ SİTESİNDE KİRALIK 1+1 DAİRE,90,1+1,6.500,Haraççı,Haraççı Mh.
223,HADIMKÖY 2.ETAP ÖMERLİ KİPTAŞ KİRALIK EŞYALI DAİRE TURYAP REDOX,95,2+1,6.500,Hadımköy,(Boyalık)Ömerli Mh.
224,Arnavutköy Anadolu Mahallesi 2+1 Yüksek Giriş Daire,85,2+1,5.100,Arnavutköy,Anadolu Mah.
225,Anadolu mah salı pazarında 3 + 1 kiralık daire,120,3+1,4.500,Arnavutköy,Anadolu Mah.
226,Hadımköy Deliklikaya 3. Etap Kiptaşta Kiralık 2+1 Arakat Daire,84,2+1,4.000,Hadımköy,(Boyalık)Deliklikaya Mah.
227,ARNAVUTKÖY SKYPARK1 İSTANBUL HAVALİMANI 5 KM 2+1 KİRALIK SIFIR,85,2+1,6.250,Taşoluk,Mareşal Fevzi Çakmak Mh.
228,AİLE VE MEMUR TERCİHTİR . SİTE İÇİ 3+1 ARA KAT DAİRE,130,3+1,4.000,Taşoluk,Fatih Mah.
229,KILIÇSOY'dan KÖROĞLU İLK ÖĞRETİM OKUL YAKINI KİRALIK 1.KAT DAİRE,90,2+1,5.100,Haraççı,Karlıbayır Mh.
230,SKYPARK 1 DE AYDINLIK CEPHE 1+1,85,1+1,5.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
231,SAHİBİNDEN SKYPARK 1 SİTESİNDE KİRALIK SIFIR 3+1 DUBLEX DAİRE,140,3+1,10.100,Taşoluk,Mareşal Fevzi Çakmak Mh.
232,Bahçeşehir 'e komşu önü açık manzaralı 2+1 Daire,84,2+1,5.000,Hadımköy,(Boyalık)Deliklikaya Mah.
233,Sahibinden SKYPARK 1 sitesinde 2+1 sıfır lüks daire,75,2+1,6.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
234,ARNAVUTKÖY YUNUS EMRE MAHALLESİ KİRALIK 3+1 130m2 DAİRE,130,3+1,5.000,Arnavutköy,Yunus Emre Mah.
235,BAHÇEŞEHİRE KOMŞU 2.KAT 2+1 KİRALIK DAİRE,84,2+1,4.500,Hadımköy,(Boyalık)Deliklikaya Mah.
236,HADIMKÖY VEFA KONUTLARI 2+1 ( AÇIKLAMAYI OKUYUNUZ ),115,2+1,5.750,Arnavutköy,Hadımköy Mh.
237,SİTE İÇİ 3+1 AİLE VE MEMUR TERCİHTİR,120,3+1,3.500,Taşoluk,Fatih Mah.
238,HADIMKÖY VEFA KONUTLARI SAHİBİNDEN KİRALIK 2+1 DAİRE,115,2+1,6.000,Arnavutköy,Hadımköy Mh.
239,KAPLAN İNŞAATDAN KİRALIK DAİRE,120,2+1,6.000,Arnavutköy,Arnavutköy Merkez Mh.
240,SKYPARK SİTENİN EN GENİŞ 3+1 DUBLEKS,120,3+1,10.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
241,HADIMKÖY KİPTAŞ 3.ETAP KONUTLARINDA KİRALIK 7.KAT 2+1 DAİRE,84,2+1,4.000,Hadımköy,(Boyalık)Deliklikaya Mah.
242,Arnavutköy Merkez 2+1 kiralık daire,120,2+1,5.500,Arnavutköy,Anadolu Mah.
243,SKYPARK 1 SİTESİNDE OTURUMA HAZIR 2+1 87m2 DUBLEKS KİRALIK DAİRE,87,2+1,9.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
244,YILDIZLAR GAYRIMENKUL'DEN KİRALIK DAİRE,80,2+1,5.000,Haraççı,Haraççı Mh.
245,HADIMKÖY MERKEZDE 3+1 KİRALİK DAİRE,120,3+1,6.000,Hadımköy,(Boyalık)Hastane Mah.
246,sahibinden kiralik,140,3+1,6.000,Arnavutköy,İmrahor Mh.
247,Memura Kiralık Taşoluk Cami ile Vadipark Arası Lüx Arakat,95,2+1,6.500,Arnavutköy,Mustafa Kemal Paşa Mh.
248,HADIMKÖY KİPTAŞ 2. ETAP ÖMERLİ KONUTLARINDA 2+1 KİRALIK DAİRE,75,2+1,4.500,Hadımköy,(Boyalık)Ömerli Mh.
249,FIRSATTT 1+1 HAVALİMANINA YAKIN MESAFEDE,75,1+1,4.500,Taşoluk,Mareşal Fevzi Çakmak Mh.
250,SAHİBİNDEN SKYPARK-1'DE ŞEREFİYESİ YÜKSEK KİRALIK 2+1 DUBLEKS,87,2+1,9.750,Taşoluk,Mareşal Fevzi Çakmak Mh.
251,HADIMKÖY TOKİ KONUTLARINDA TEMİZ 3+1 DAİRE,110,3+1,5.200,Arnavutköy,Hadımköy Mh.
252,SKYPARK 1 KİRALIK FIRSAT DAİRE,70,1+1,4.250,Taşoluk,Mareşal Fevzi Çakmak Mh.
253,TOPOSMANOĞLU EMLAK'TA 2+1 OTURUMA HAZIR,110,3+1,5.000,Arnavutköy,Arnavutköy Merkez Mh.
254,EŞYALI DAİRE!!! 3.ETAP KİPTAŞ KONUTLARI 2+1KİRALIK 6.500-TL,84,2+1,6.500,Hadımköy,(Boyalık)Deliklikaya Mah.
255,DELİKLİKAYA KİPTAŞ 3.ETAPTA KİRALIK 2+1 DAİRE,84,2+1,4.000,Hadımköy,(Boyalık)Deliklikaya Mah.
256,Arnavutköy Osmanlı konaklarında kiralık eşyalı daire,130,5+4,20.000,Taşoluk,Mareşal Fevzi Çakmak Mh.
257,MİAPORT 1.ETAP ARNAVUTKÖY'DE 1.KAT KİRALIK DAİRE,80,1+1,6.000,Haraççı,Haraççı Mh.
258,SOYAK KONFORİA 2+1 EŞYAŞLI MANZARALI KİRALIK DAİRE,100,2+1,7.500,Hadımköy,(Boyalık)Deliklikaya Mah.
259,KİPTAŞ2 HADIMKÖY ÖMERLİ KİPTAŞKONUTLARI SAHİBİNDEN KİRALIK DAİRE,95,2+1,5.000,Hadımköy,(Boyalık)Ömerli Mh.
260,"Havalimanına yakın, Sahibinden 1+1 ACIKLAMAYI OKU",80,1+1,3.000,Arnavutköy,Nenehatun Mah.
261,Aslı emlaktan mavigöl mh kiralik 2+1 giriş kat,125,1+1,4.000,Bolluca,Mavigöl Mh.
262,Arnavutköy Yunus Emre'de 3+1 Kiralık sıfır 115m2 2.kat Daire,115,3+1,6.000,Arnavutköy,Yunus Emre Mah.
263,VEFA DA HİÇ OTURULMAMİS KİRALIK DAİRE,130,2+1,6.300,Arnavutköy,Hadımköy Mh.
264,BAHÇEŞEHİR SOYAK KONFORİA KİRALIK 2+1 DAİRE,99,2+1,4.600,Hadımköy,(Boyalık)Deliklikaya Mah.
265,BAHÇEŞEHİR SOYAK KONFORYA EŞYALI KİRALIK 1+1,72,1+1,5.000,Hadımköy,(Boyalık)Deliklikaya Mah.
266,ARNAVUTKÖY DELİKLİKAYA MAH. YENİ KULLANILMAMIŞ KİRALIK 3+1,150,3+1,6.000,Hadımköy,(Boyalık)Deliklikaya Mah.
267,Bahçeşehir Soyak Konforia 2+1 Sahibinden kiralık,100,2+1,4.750,Hadımköy,(Boyalık)Deliklikaya Mah.
268,Kiralık tekstil için,90,1+0,3.500,Arnavutköy,Yavuz Selim Mah.
269,Sulyapı Gayrimenkulden Kiralık 2+1 85 metrekare daire,95,2+1,5.500,Taşoluk,Taşoluk Mh.
270,MEMURA KULLANIŞLI NENEHATUN MAHALLESİNDE KİRALIK ÇATI KATİ,100,2+1,4.099,Arnavutköy,Nenehatun Mah.
271,HADIMKÖY TOKİ DE 3+1 140M KİRALIK DAİRE ( AÇIKLAMAYI OKUYUNUZ ),140,3+1,5.500,Arnavutköy,Hadımköy Mh.
272,HARAÇÇI PEGASUS EVLERİNDE 500m2 5+1 12 YILLIK BİNA,550,5+1,18.000,Haraççı,Haraççı Mh.
273,Miaport 1.Etap Arnavutköy'de projenin en iyi konumunda 1+1,80,1+1,5.700,Haraççı,Haraççı Mh.
274,İstanbul Havalimanı Arnavutköy Bolluca'da 2+1 Kiralık Daire,80,2+1,6.000,Bolluca,Mavigöl Mh.
275,HADIMKÖY VEFA KONUTLARI 'THY PERS VE MEMURA' KİRALIK 2+1 DAİRE,115,2+1,6.000,Arnavutköy,Hadımköy Mh.
276,HADIMKÖY 2. ETAP ÖMERLİ KİPTAŞ'DA 125 M2 KİRALIK 3+1 DAİRE,125,3+1,5.750,Hadımköy,(Boyalık)Ömerli Mh.
277,BAHÇEŞEHİR SOYAK KONFORİA KİRALIK 2+1 DAİRE,100,2+1,4.600,Hadımköy,(Boyalık)Deliklikaya Mah.
278,HADIMKÖY KİPTAŞ 3.ETAPTA TEMİZ ANKASTRELİ 7. KAT ÇİFT CEPHE 2+1,84,2+1,4.000,Hadımköy,(Boyalık)Deliklikaya Mah.
279,HADİMKÖY HASTANE MAHALLESİ KİRALIK 3+1 DAİRE,140,3+1,5.900,Hadımköy,(Boyalık)Hastane Mah.
280,1+1 Daire havalimanına 5 dk mesafede Bekar Bay bayan a uygun,60,1+1,4.000,Taşoluk,Adnan Menderes Mah.
281,HADIMKÖY KİPTAŞ 2.ETAP ÖMERLİ KİRALIK DAİRE TURYAP REDOX EMLAK,95,2+1,5.000,Hadımköy,(Boyalık)Ömerli Mh.
282,SOYAK KONFORİA 3+1 KİRALIK DAİRE TURYAP'TAN,125,3+1,6.750,Hadımköy,(Boyalık)Deliklikaya Mah.
283,TADİLATLI BAKIMLI,100,2+1,7.000,Taşoluk,Adnan Menderes Mah.
284,HADIMKÖY DELİKLİKAYA MERKEZDE KİRALIK MÜSTAKİL GİRİŞLİ 2+1,100,2+1,3.500,Hadımköy,(Boyalık)Deliklikaya Mah.
285,ARNAVUTKÖY SOYAK KONFORİA SİTESİNDE KİRALIK 3+1 DAİRE,125,3+1,6.750,Hadımköy,(Boyalık)Deliklikaya Mah.
286,Sahibinden Memura Kiralık Daire,95,2+1,4.750,Arnavutköy,Anadolu Mah.
287,BOLLUCA`DA 130m2 GENİŞ 2+1 daire,140,2+1,5.500,Bolluca,Mavigöl Mh.
288,HADIMKÖY KİPTAŞ 1.ETAP KONUTLARINDA KARTAL YUVASI,85,2+1,5.000,Arnavutköy,Hadımköy Mh.
289,"ARNAVUTKÖY SIFIR BİNA SIFIR ÇATI KATI ASANSÖRLÜ,PARK SORUNU YOK",165,2+1,7.000,Taşoluk,Taşoluk Mh.
290,KARABURUN DA DENIZ MANZARALI MUSTAKIL KULLANIM 3+1 YAZLIK KISLIK,160,3+1,4.500,Köyler,Karaburun Mh.
291,Hadımköy TOKİ 3+1 daire,120,3+1,6.000,Arnavutköy,Hadımköy Mh.
292,Merkez PTT nin arkasinda memura kiralık,90,2+1,5.500,Arnavutköy,İslambey Mh.
293,Arnavutköy Merkezde Site İçerisinde 2+1 Daire 7/24 Güvenlikli,90,2+1,5.500,Arnavutköy,Arnavutköy Merkez Mh.
294,ARNAVUTKÖY KARABURUN DA SAHİL MANZARALI KİRALIK DAİRE,150,2+1,5.700,Köyler,Karaburun Mh.
295,ARNAVUTKÖY KARABURUNDA DENİZ MANZARALI KIRALIK DAİRE,140,2+1,5.700,Köyler,Karaburun Mh.
296,Memura Kiralık 2+1 Lüx Arakat Daire,105,2+1,6.500,Arnavutköy,Mustafa Kemal Paşa Mh.
297,Bolluca'da site içerisinde ters dubleks daire,70,2+1,4.700,Bolluca,Mavigöl Mh.
298,HADIMKÖYDE YENİ HAVALİMANINA 15DK MESAFEDE 2+1 FULL EŞYALI DAİRE,80,2+1,6.500,Arnavutköy,Hadımköy Mh.
299,SAHİBİNDEN BOLLUCA MAHALLESİNDE,110,2+1,5.500,Bolluca,
300,Sahibinden Kiralik 3+1,120,3+1,5.000,Boğazköy,Atatürk Mh.
301,Barbaros Eşyalı 3+1 Kiralık (637),140,3+1,32.900,Barbaros,
302,(Lidya Gayrimenkul)7Tepe Ünv. Tam Karşısı Eşyalı-Teraslı 2+1,120,2+1,12.750,Kayışdağı,Kayışdağı Mh.
303,TRENDIST UZMAN DAN ESYALI SITE ICI 2+1 BUYUK TIP LUKS,140,2+1,22.000,Ataşehir,Atatürk Mh.
304,GÜNCELDİR. BOŞ...ATAŞEHİR AĞAOĞLU MOONTOWN SİTESİ 196 M2 3+1 KİR,196,3+1,24.500,Barbaros,
305,CADDE ÜZERİ-MERKEZİ KONUMDA-SAHİ­BİNDEN-SIFIR EŞYALI-(2+1),90,2+1,9.000,Kayışdağı,İnönü Mh.
306,İÇERENKÖYDE N.ERBAKAN CAD.YAKININDA SÜPER LOKASYONDA 3+1 ARA KAT,120,3+1,8.000,İçerenköy,İçerenköy Mh.
307,EŞYASIIZZ TEMİZ En Büyük 1+1 Ev ( Lütfen açıklamayı Okuyun.! ),110,1+1,5.000,Kayışdağı,İnönü Mh.
308,ATAŞEHİR MERCAN SİTESİNDE MOBİLYALI KİRALIK 3+1 DAİRE,155,3+1,22.500,Ataşehir,Atatürk Mh.
309,"BALKONLU , MASRAFSIZ FERAH DAİRE",125,3+1,13.000,Ataşehir,Yenişehir Mh.
310,ATASEHİR AĞAOĞLU ANDROMEDA RESİDENCE LUXUARY FURNİSHED 2+1,108,2+1,25.500,Barbaros,
311,Yeditepe Üniversitesine Yürüme Mesafesin de Kiralık 1+1 Daire,60,1+1,5.500,Kayışdağı,Kayışdağı Mh.
312,Ataşehir Sky Towers Kiralık 1+1,60,1+1,11.500,Ataşehir,Atatürk Mh.
313,E-5 sıfır ankastreli site içerisinde arakat daire,85,2+1,10.000,Örnek,Örnek Mh.
314,GÜLİN'DEN OPTİMUM AVM VE MEDİKAL PARK HASTANESİNE KOMŞU KİRALIK,80,2+1,8.000,Yeni, Sahra
315,Ataşehir Dumankaya İkon' da 1+1 Full Eşyalı Kiralık Daire,55,1+1,12.500,Örnek,Örnek Mh.
316,İçerenköy Meskenler'de 2+1 Full Yenilenmiş,85,2+1,8.500,İçerenköy,İçerenköy Mh.
317,ögrenciye ve kurumsal çalışana uygun eşyalı 2+1 daire,80,2+1,13.000,Kayışdağı,İnönü Mh.
318,OTOPARK VE OYUN ALANLI EKŞİOĞLU SİTESİNDE 3+1 115 m2 DAİRE,115,3+1,9.500,İçerenköy,İçerenköy Mh.
319,ATAŞEHİR ÖRNEK MAHALLESİNDE 1+0 EŞYALI KİRALIK DAİRE,55,1+0,4.250,Örnek,Örnek Mh.
320,"AYLIK KİRALIK EŞYALI SUİT,FATURALAR DAHİL, FLAT FOR RENT",30,1+0,9.000,Küçükbakkalköy,Küçükbakkalköy Mh.
321,Ataşehir Akasya'da Yenilenmiş Kiralık 2+1 (Boş) Daire,105,2+1,14.000,Ataşehir,Atatürk Mh.
322,ATAŞEHİR GARDENYA DA BÜYÜK TİP ÖZEL GÜVENLİKLİ 3+1 KİRALIK DAİRE,170,3+1,18.000,Ataşehir,Atatürk Mh.
323,İÇERENKÖY MERKEZDE SİTE ÖZELLİKLİ 2+1 BALKONLU KİRALIK DAİRE,90,2+1,9.000,İçerenköy,İçerenköy Mh.
324,AŞIKVEYSEL MAH.'NDE 3+1 KİRALIK ARA KAT DAİRE,120,3+1,9.000,Ataşehir,Aşıkveysel Mh.
325,ATAŞEHİR TÜRKİŞ DE KİRALIK 3+1 DAİRE YAPILI MASRAFSIZ TEMİZ,115,3+1,7.850,Ataşehir,Mevlana Mah.
326,BAYTUR STARGATE 126M2 1+1 EŞYALI KİRALIK DAİRE,126,1+1,17.000,Barbaros,
327,METROPOL DE FUL EŞYALI KİRALIK IT'S AVALAIBLE FOR FOREIGNERS,100,1+1,24.000,Ataşehir,Atatürk Mh.
328,ESATPAŞA SONDURAKTA 2+1 YÜKSEK GİRİŞ KİRALIK DAİRE,100,2+1,6.250,Örnek,Esatpaşa Mh.
329,KAYIŞDAĞI MAHALLESİNDE 1+1 EŞYALI DAİRE,40,1+1,5.000,Kayışdağı,Kayışdağı Mh.
330,inönü mahallesinde 1+1 kiralık daire,45,1+1,6.000,Kayışdağı,İnönü Mh.
331,ATAŞEHİR TÜRKİŞ YANI İLKADIM DA KİRALIK 3+1YAPILI BAKIMLI DAİRE,120,3+1,7.500,Yeni, ÇamlıcaYeni Çamlıca Mh.
332,Ataşehir İçerenköy Sitede 3+1 Eşyalı Kiralık 100m2 Daire,100,3+1,8.500,İçerenköy,İçerenköy Mh.
333,SAHİBİNDEN YEDİTEPE ÜNİVERSİTESİNE 100 metre,70,1+1,9.000,Kayışdağı,Kayışdağı Mh.
334,DOKTOR SAHIBINDEN ESYALI KIRALIK BUYUK TIP YENI LUX 1+1 DAIRE,80,1+1,15.000,Küçükbakkalköy,Küçükbakkalköy Mh.
335,"Ataşehir Inlife Sitesi'nde Kiralık Tek 3,5+1 Yüksek Kat Daire",178,3.5+1,23.000,Küçükbakkalköy,Küçükbakkalköy Mh.
336,Ataşehir tapu müdürlüğü yanında deprem sonrası 3+1 ara kat daire,130,3+1,8.000,Kayışdağı,İnönü Mh.
337,ATAŞEHİR FİNANS MERKEZİNDE SİTE İÇİNDE KİRALIK 4.KAT 3+1 DAİRE**,130,3+1,9.500,Namık, KemalMustafa Kemal Mah.
338,DOĞA`DAN ANA CADDEDE ARA KAT KIZ ÖGRENCİ/ÇALIŞAN 1+1 FULL EŞYA,40,1+1,7.750,Kayışdağı,İnönü Mh.
339,KAYISDAGI CADDESI'NE YAKIN MERKEZI KONUM ESYALI 1+1 CATI KATI,35,1+1,5.000,Kayışdağı,İnönü Mh.
340,ÖRNEK MAHALLESİNDE MERKEZİ KONUMLU KULLANIŞLI 2+1,85,2+1,9.000,Örnek,Örnek Mh.
341,"BİLGİN,DEN E,5 YAKIN 2+1 ÖGRENCİYE OLUR",115,2+1,7.000,İçerenköy,İçerenköy Mh.
342,İÇERENKÖY CAREFOUR YAKINI ELITE LG'DEN KİRALIK 3+1 DAİRE,110,3+1,7.000,İçerenköy,İçerenköy Mh.
343,TAHRALI ÇAMLICA EVLERİNDE KİRALIK 3+1 KÖŞE DAİRE,145,3+1,14.000,Örnek,Fetih Mah.
344,Ataşehr İçerenköy Mah.nde ÖmürketSite için de Eşyalı Yaşam Alanı,90,2+1,10.000,İçerenköy,İçerenköy Mh.
345,METROPOL İSTANBUL ADA/TERASLI/MO­BİLYALI/EŞYALI 2+1 KİRALIK DAİRE,123,2+1,36.000,Ataşehir,Atatürk Mh.
346,ATAŞEHİR KAYIŞDAĞI'NDA LOKSAYONU GÜZEL KİRALIK 3+1,115,3+1,5.500,Kayışdağı,Kayışdağı Mh.
347,İnönü Mahallesinde Full Eşyalı 2+1 Teraslı,100,2+1,9.500,Kayışdağı,İnönü Mh.
348,__ KAYISDAGI MAHALLESI'NDE KIRALIK 1+1 ESYALI CATI KATI DAIRE__,40,1+1,5.000,Kayışdağı,Kayışdağı Mh.
349,Kayışdağı Merkezde Full Eşyalı HERŞEY Dahil Kiralık 1+1 Daire,40,1+1,9.750,Kayışdağı,Kayışdağı Mh.
350,YABANCIYA ÖĞRENCİYE MEDAR HASTANESİ YANINDA KİRALİK 2+1 DAİRE,75,2+1,5.250,Kayışdağı,Kayışdağı Mh.
351,KW Platin Selma Erdoğan' dan Ağaoğlu Moontown' da 194m2 BOŞ 3+1,194,3+1,26.000,Barbaros,
352,Yeditepe Üni.30 Adım Bütün Faturalar Kiraya Dahil 1+1 Eşyalı Da.,55,1+1,6.750,Kayışdağı,İnönü Mh.
353,TÜFEKÇİOĞLU' ndan.....KAYIŞDAĞI MAH...ETRAFI AÇIK..3+1 ..DAİRE,100,3+1,6.000,Kayışdağı,Kayışdağı Mh.
354,İÇERENKÖY MERKEZDE DEPREM SONRASI BALKONLU ÖNÜ AÇIK GENİŞ 3+1,150,3+1,8.750,İçerenköy,İçerenköy Mh.
355,AYSUN EMLAK.TAN ÖRNEK MAHLESİ 2+1 KOMBİLİ 5.550.tl,80,2+1,5.550,Namık, KemalMustafa Kemal Mah.
356,Ataşehir Orintpark Residence Kiralık Mobilyalı 2+1 Daire,92,2+1,15.500,Ataşehir,Atatürk Mh.
357,ATAŞEHİR MERKEZİ PRESTİJLİ LOKASYON M150M²EBEVEYİNLİ TEMİZ,150,3+1,9.900,Ataşehir,Yenişehir Mh.
358,YEDİTEPE ÜNİVERSİTESİNE 5 DK MESAFEDE EŞYALI 3+1,125,3+1,10.000,Kayışdağı,Kayışdağı Mh.
359,ATAŞEHİR UPHİLL COURT 1+1 FULL EŞYALI HAVUZ CEPHE B ADA 3/12 AY,70,1+1,14.500,Barbaros,
360,ATA EMLAKTAN MANOLYALARDA MUHTEŞEM KONUMLU TERTEMİZ DUBLEKS,180,4+1,15.000,Ataşehir,Atatürk Mh.
361,METROPOL İSTANBULDA 1+0 (STÜDYO) KİRALIK,47,1+0,11.000,Ataşehir,Atatürk Mh.
362,BAYAN APART EŞYALI FATURALAR DAHİL ACIKLAMAYI OKUYUNUZ LÜTFEN,20,10,Üzeri,İçerenköy,İçerenköy Mh.
363,BAŞKAN EMLAK ATAŞEHİR 3+1 KİRALIK BALKONLU DAİRE,115,3+1,7.000,İçerenköy,İçerenköy Mh.
364,ERAMAX-3+1 FULL EŞYALI 120M2 YEDİTEPE VE ACIBADEM ÜNİ. ULAŞIMŞLI,130,3+1,9.900,Kayışdağı,Kayışdağı Mh.
365,İSTANBUL GARDEN EMLAKTAN KAÇIRILMAYACAK FIRSAT!! EŞYALI,130,3+1,10.000,Kayışdağı,Kayışdağı Mh.
366,E5'E METROYA ÇOK YAKIN 2+1 120M2 YÜKSEK GİRİŞ DAİRE,120,2+1,6.750,Örnek,Örnek Mh.
367,y.mutlu emlak site içi 3+1 kiralık daire,110,3+1,8.300,İçerenköy,İçerenköy Mh.
368,Acıbadem Üni. Yeditepe Üni. ve Metroya Yakın 2+1,85,2+1,8.000,Kayışdağı,İnönü Mh.
369,ATAŞEHİR ACARLARDA SİTE İÇERİSİNDE ÇİFT ÇEPHE 100m² 3+1,100,3+1,7.500,Yeni, ÇamlıcaYeni Çamlıca Mh.
370,içerenköyde cadde üstü 5+1 dubleks,170,5+1,10.500,İçerenköy,İçerenköy Mh.
371,NG GAYRİMENKULDEN ATAŞEHİR K.BAKKALKÖYDE 3+1 ARAKAT,130,3+1,12.000,Küçükbakkalköy,Küçükbakkalköy Mh.
372,Sahibinden Kiralık Daire,88,2.5+1,6.750,Küçükbakkalköy,Küçükbakkalköy Mh.
373,ATAŞEHİR SİNPAŞ KORU DA KİRALIK DUBLEKS DAİRE,200,4.5+1,16.000,Ataşehir,Yenişehir Mh.
374,Ataşehir Evren Sitesi Yeni Eşyalı 3+1 Kiralık (852),162,3+1,21.990,İçerenköy,İçerenköy Mh.
375,SAHİBİNDEN FULL EŞYALI 3+1 120M ÜNİVERSİTEYE 5 DAKKA,125,3+1,10.000,Kayışdağı,Kayışdağı Mh.
376,MİMAR SİNAN MAH DE 2+1 EŞYALI KİRALIK DAİRE,120,2+1,3.750,Ataşehir,Mimar Sinan Mah.
377,YEDİTEPEYE VE MEHMET FİDAN'A YAKIN 3+2 140M2 ASANSÖRLÜ BALKONLU,140,3+2,7.500,Kayışdağı,İnönü Mh.
378,TEK YETKİLİ ATACAN'DAN YENİYOLDA 2.GÜL SİTESİNDE 2+1 4.KAT!!!,110,2+1,8.500,İçerenköy,İçerenköy Mh.
379,İnönü mahallesi kiralık çatı katı daire,110,2+1,6.500,Kayışdağı,İnönü Mh.
380,ATAŞEHİR YENİSAHRA MAH.'DE 2+1 80 M2 KİRALIK DAİRE,95,2+1,7.000,Yeni, Sahra
381,GÖZTEPE KÖPRÜSÜNE 100m - METRO YA 300m 135 M² DÜZ GİRİŞ,135,2+1,8.250,Örnek,Örnek Mh.
382,Metropol İstanbul Deniz Manzaralı 2+1 Eşyalı Kiralık Daire,145,2+1,40.000,Ataşehir,Atatürk Mh.
383,3K'DAN ATAŞEHİR MERCAN SİTESİ BALKONLU TAŞINMAYA HAZIR BOŞ 2+1,120,2+1,14.500,Ataşehir,Atatürk Mh.
384,Ataşehir Atapark Konutları Güney Cephe Yapılı 2+1,115,2+1,15.000,Ataşehir,Atatürk Mh.
385,İNÖNÜ MAH. KISA DÖNEME UYGUN FATURALAR KİRAYA DAHİL EŞYALI 1+1,55,1+1,8.000,Kayışdağı,İnönü Mh.
386,ATAŞEHİR YAKUT SİTESİNDE 1+1 KISMİ MOBİLYALI 6.000.-TL,60,1+1,6.000,Ataşehir,Atatürk Mh.
387,KÜÇÜKBAKKALKÖYDE EŞYALI 1+0 ACIBADEM VE YEDİTEPE ÜNİYE ÇOK YAKIN,25,1+0,6.000,Küçükbakkalköy,Küçükbakkalköy Mh.
388,Andromeda Gold Residence 2+1 Kiralık Daire,158,2+1,35.000,Ataşehir,Atatürk Mh.
389,ATAŞEHİR K.BAKKALKÖYDE 130 m2 BÜYÜKLÜĞÜNDE 3+1 ÇOK TEMİZ DAİRE,130,3+1,10.000,Küçükbakkalköy,Küçükbakkalköy Mh.
390,Metropol İstanbul AVM'de - Kiralık - Eşyalı Stüdyo Daire,47,1+0,13.000,Ataşehir,Atatürk Mh.
